Gritschke, Schwenck. (Gritschke, Schwenckfeldertum)	,Via Media': Spiritualistische Lebenswelten und Konfessionalisierung. Das süddeutsche Schwenckfeldertum im 16. und 17. Jahrhundert		Caroline Gritschke, ,Via Media': Spiritualistische Lebenswelten und Konfessionalisierung. Das süddeutsche Schwenckfeldertum im 16. und 17. Jahrhundert, Berlin 2006 - Colloquia Augustana 22.
Gropper BW	Johannes Gropper, Briefwechsel		Johannes Gropper, Briefwechsel, hg. von Reinhard Braunisch, 2 Bde., Münster 1977/2006 - Corpus Catholicorum 32 und 44.
Guggisberg	Sebastian Castellio 1515-1563. Humanist und Verteidiger der religiösen Toleranz im konfessionellen Zeitalter		Hans R. Guggisberg, Sebastian Castellio 1515-1563. Humanist und Verteidiger der religiösen Toleranz im konfessionellen Zeitalter, Göttingen 1997.
Guggisberg, Basel	Hans R. Guggisberg, Reformierter Stadtstaat und Zentrum der Spätrenaissance: Basel in der zweiten Hälfte des 16. Jahrhunderts		Hans R. Guggisberg, Reformierter Stadtstaat und Zentrum der Spätrenaissance: Basel in der zweiten Hälfte des 16. Jahrhunderts, in: Renaissance - Reformation. Gegensätze und Gemeinsamkeiten, Vorträge hg. v. August Buck, Wiesbaden 1984, S. 197-216 - Wolfenbütteler Abhandlungen zur Renaissanceforschung 5.
Guggisberg, Bern (Guggisberg)	Bernische Kirchengeschichte		Kurt Guggisberg, Bernische Kirchengeschichte, Bern 1958.
Gundlach, Behörden (Gundlach, Zentralbehörden)	Die hessischen Zentralbehörden von 1247-1604		Franz Gundlach, Die hessischen Zentralbehörden von 1247-1604, 3 Bde., Marburg 1930-1932 - Veröffentlichungen der Historischen Kommission für Hessen und Waldeck XVI/1-3.
Gundlach, Catalogus (Gundlach)	Catalogus Professorum Academiae Marburgensis. Die akademischen Lehrer der Philipps-Universität in Marburg von 1527-1910	1	Franz Gundlach, Catalogus Professorum Academiae Marburgensis. Die akademischen Lehrer der Philipps-Universität in Marburg von 1527-1910, Bd. 1, Marburg 1927 - Veröffentlichungen der Historischen Kommission für Hessen und Waldeck XV/1.
Götze	Frühneuhochdeutsches Glossar		Alfred Götze, Frühneuhochdeutsches Glossar, 7. Aufl., Berlin 1960 - Kleine Texte für Vorlesungen und Übungen 101.
HB-Fam.-Chron.	Bullingers Familiengeschichte		Bernhard Stettler, Bullingers Familiengeschichte. Edition und Kommentar, in: Zwa XLII, 2015, S. 1-82.
HBAC	Annales sive Chronicon Coenobii Capell		Peter Simler und Heinrich Bullinger, Annales sive Chronicon Coenobii Capell, in Simler II 397-455.
HBBW	Heinrich Bullinger, Briefwechsel		Heinrich Bullinger, Briefwechsel, bearb. v. Ulrich Gäbler, Endre Zsindely, Matthias Senn u.a., Zürich 1973ff - Heinrich Bullinger, Werke, 2. Abt.: Briefwechsel.
HBBW I	Heinrich Bullinger Werke (Briefwechsel)	1	Heinrich Bullinger Werke, Briefwechsel Band 1 (Briefe der Jahre 1524-1531), bearb. von Ulrich Gäbler und Endre Zsindely, Zürich 1974, 268 S., ISBN 3-290-11334-5.
HBBW I (Anhang 1)	Heinrich Bullinger Werke (Briefwechsel)	1	Heinrich Bullinger Werke, Briefwechsel Band 1 (Briefe der Jahre 1524-1531, Anhang 1), bearb. von Ulrich Gäbler und Endre Zsindely, Zürich 1974, 268 S., ISBN 3-290-11334-5.
HBBW I (Anhang 2)	Heinrich Bullinger Werke (Briefwechsel)	1	Heinrich Bullinger Werke, Briefwechsel Band 1 (Briefe der Jahre 1524-1531, Anhang 1), bearb. von Ulrich Gäbler und Endre Zsindely, Zürich 1974, 268 S., ISBN 3-290-11334-5.
HBBW II	Heinrich Bullinger Werke (Briefwechsel)	2	Heinrich Bullinger Werke, Briefwechsel Band 2 (Briefe des Jahres 1532), bearb. von Ulrich Gäbler, Endre Zsindely, Matthias Senn et al., Zürich 1982, 304 S., ISBN 3-290-11467-8.
HBBW III	Heinrich Bullinger Werke (Briefwechsel)	3	Heinrich Bullinger Werke, Briefwechsel Band 3 (Briefe des Jahres 1533), bearb. von Endre Zsindely und Matthias Senn, Zürich 1983, 292 S., ISBN 3-290-11531-3.
HBBW IV	Heinrich Bullinger Werke (Briefwechsel)	4	Heinrich Bullinger Werke, Briefwechsel Band 4 (Briefe des Jahres 1534), bearb. von Endre Zsindely, Matthias Senn, Kurt Jakob Rüetschi und Hans Ulrich Bächtold, Zürich 1989, 484 S., ISBN 3-290-11600-X.
HBBW IX	Heinrich Bullinger Werke (Briefwechsel)	9	Heinrich Bullinger Werke, Briefwechsel Band 9 (Briefe des Jahres 1539), bearb. von Hans Ulrich Bächtold und Rainer Henrich, Zürich 2002, 295 S., ISBN 3-290-17220-1.
HBBW V	Heinrich Bullinger Werke (Briefwechsel)	5	Heinrich Bullinger Werke, Briefwechsel Band 5 (Briefe des Jahres 1535), bearb. von Hans Ulrich Bächtold, Rainer Henrich und Kurt Jakob Rüetschi, Zürich 1992, 507 S., ISBN 3-290-10856-2.
HBBW VI	Heinrich Bullinger Werke (Briefwechsel)	6	Heinrich Bullinger Werke, Briefwechsel Band 6 (Briefe des Jahres 1536), bearb. von Hans Ulrich Bächtold und Rainer Henrich, Zürich 1995, 518 S., ISBN 3-290-10980-1.
HBBW VII	Heinrich Bullinger Werke (Briefwechsel)	7	Heinrich Bullinger Werke, Briefwechsel Band 7 (Briefe des Jahres 1537), bearb. von Hans Ulrich Bächtold und Rainer Henrich, Zürich 1998, 357 S., ISBN 3-290-10980-1.
HBBW VIII	Heinrich Bullinger Werke (Briefwechsel)	8	Heinrich Bullinger Werke, Briefwechsel Band 8 (Briefe des Jahres 1538), bearb. von Hans Ulrich Bächtold und Rainer Henrich, Zürich 2000, 311 S., ISBN 3-290-17211-2.
HBBW X	Heinrich Bullinger Werke (Briefwechsel)	10	Heinrich Bullinger Werke, Briefwechsel Band 10 (Briefe des Jahres 1540), bearb. von Hans Ulrich Bächtold und Rainer Henrich, Zürich 2003, 224 S., ISBN 3-290-17265-1.
HBBW X (Ergänzungsband)	Heinrich Bullinger Werke (Briefwechsel)	10	Heinrich Bullinger Werke, Briefwechsel Ergänzungsband A (Addenda und Gesamtregister zu Band 1-10), Bearb. von Hans Ulrich Bächtold und Rainer Henrich, Zürich 2004, 175 S., ISBN 3-290-17316-X.
HBBW XI	Heinrich Bullinger Werke (Briefwechsel)	11	Heinrich Bullinger Werke, Briefwechsel Band 11 (Briefe des Jahres 1541), bearb. von Rainer Henrich, Alexandra Kess und Chistian Moser, Zürich 2005, 385 S., ISBN 3-290-17339-9.
HBBW XII	Heinrich Bullinger Werke (Briefwechsel)	12	Heinrich Bullinger Werke, Briefwechsel Band 12 (Briefe des Jahres 1542), bearb. von Rainer Henrich, Alexandra Kess und Chistian Moser, Zürich 2006, 299 S., ISBN 978-3-290-17431-6.
HBBW XIII	Heinrich Bullinger Werke (Briefwechsel)	13	Heinrich Bullinger Werke, Briefwechsel Band 13 (Briefe des Jahres 1543), bearb. von Rainer Henrich, Alexandra Kess und Chistian Moser, Zürich 2008, 381 S., ISBN 978-3-290-17459-0.
HBBW XIV	Heinrich Bullinger Werke (Briefwechsel)	14	Heinrich Bullinger Werke, Briefwechsel Band 14 (Briefe des Jahres 1544), bearb. von Reinhard Bodenmann, Alexandra Kess und Judith Steiniger, Zürich 2011, 645 S., ISBN 978-3-290-17565-8.
HBBW XIX	Heinrich Bullinger Werke (Briefwechsel)	19	Heinrich Bullinger Werke, Briefwechsel Band 19 (Briefe von Januar bis März 1547), bearb. von Reinhard Bodenmann, Alexandra Kess und Judith Steiniger, Zürich 2019, 496 S., ISBN 978-3-290-18186-4.
HBBW XV	Heinrich Bullinger Werke (Briefwechsel)	15	Heinrich Bullinger Werke, Briefwechsel Band 15 (Briefe des Jahres 1545), bearb. von Reinhard Bodenmann, Alexandra Kess und Judith Steiniger, Zürich 2013, 746 S., ISBN 978-3-290-17664-8.
HBBW XVI	Heinrich Bullinger Werke (Briefwechsel)	16	Heinrich Bullinger Werke, Briefwechsel Band 16 (Briefe von Januar bis Mai 1546), bearb. von Reinhard Bodenmann, Alexandra Kess und Judith Steiniger, Zürich 2014, 443 S., ISBN 978-3-290-17760-7.
HBBW XVII	Heinrich Bullinger Werke (Briefwechsel)	17	Heinrich Bullinger Werke, Briefwechsel Band 17 (Briefe von Juni bis September 1546), bearb. von Reinhard Bodenmann, Alexandra Kess und Judith Steiniger, Zürich 2015, 547 S., ISBN 978-3-290-17782-9.
HBBW XVIII	Heinrich Bullinger Werke (Briefwechsel)	18	Heinrich Bullinger Werke, Briefwechsel Band 18 (Briefe von Oktober bis Dezember 1546), bearb. von Reinhard Bodenmann, Alexandra Kess und Judith Steiniger, Zürich 2017, 496 S., ISBN 978-3-290-17889-5.
HBBW XX	Heinrich Bullinger Werke (Briefwechsel)	20	Heinrich Bullinger Werke, Briefwechsel Band 20 (Briefe von April bis Dezember 1547), bearb. von Reinhard Bodenmann, Yvonne Häfner und Judith Steiniger, Zürich 2022, 808 S., ISBN 978-3-290-18354-7.
HBBW XX (Anhang)	Heinrich Bullinger Werke (Briefwechsel)	20	Heinrich Bullinger Werke, Briefwechsel Band 20 (Anhang), Bearb. von Reinhard Bodenmann, Yvonne Häfner und Judith Steiniger, Zürich 2022, 808 S., ISBN 978-3-290-18354-7.
HBBibl	Heinrich Bullinger, Bibliographie		Heinrich Bullinger, Bibliographie, Bd. 1: Beschreibendes Verzeichnis der gedruckten Werke von Heinrich Bullinger, bearb. v. Joachim Staedtke u.a., Zürich 1972; Bd. 2: Beschreibendes Verzeichnis der Literatur über Heinrich Bullinger, bearb. v. Erland Herkenrath, Zürich 1977; Bd. 3: Heinrich Bullingers Privatbibliothek, bearb v. Urs B. Leu und Sandra Weidmann, Zürich 2004 - Heinrich Bullinger, Werke, 1. Abt.: Bibliographie.
HBD	Heinrich Bullingers Diarium (Annales vitae) der Jahre 1504-1574		Heinrich Bullingers Diarium (Annales vitae) der Jahre 1504-1574. Zum 400. Geburtstag Bullingers am 18. Juli 1904 hg. v. Emil Egli, Basel 1904 (Nachdruck: Zürich 1985) - QSRG 2.
HBGesA	Heinrich Bullinger 1504-1575. Gesammelte Aufsätze zum 400. Todestag		Heinrich Bullinger 1504-1575. Gesammelte Aufsätze zum 400. Todestag, hg. v. Ulrich Gäbler und Erland Herkenrath, 2 Bde., Zürich 1975 - ZBRG 7f.
HBLS	Historisch-biographisches Lexikon der Schweiz		Historisch-biographisches Lexikon der Schweiz, 7 Bde., Neuenburg 1921-1934.
HBLife	Heinrich Bullinger. Life - Thought - Influence.		Heinrich Bullinger. Life - Thought - Influence. Zurich, Aug. 25-29, 2004. International Congress Heinrich Bullinger (1504-1575), hg. v. Emidio Campi und Peter Opitz, 2 Bde., Zürich 2007 - ZBRG 24.
HBRG	Heinrich Bullingers Reformationsgeschichte		Heinrich Bullingers Reformationsgeschichte, nach dem Autographon hg. v. Johann Jakob Hottinger und Hans Heinrich Vögeli, 3 Bde., Frauenfeld 1838-1840; Register, bearb. v. Willy Wuhrmann, Zürich 1913 (Nachdruck: Zürich 1985).
HBSR	Heinrich Bullinger, Studiorum ratio - Studienanleitung		Heinrich Bullinger, Studiorum ratio - Studienanleitung, hg. v. Peter Stotz, 2 Teilbde., Zürich 1987 - Heinrich Bullinger, Werke, Sonderbd.
HBSchr	Heinrich Bullinger, Schriften.		Heinrich Bullinger, Schriften. Im Auftrag des Zwinglivereins und in Zusammenarbeit mit Hans Ulrich Bächtold, Ruth Jörg, Peter Opitz hg. v. Emidio Campi, Detlef Roth und Peter Stotz, 7 Bde., Zürich 2004-2007.
HBSchrzT	Heinrich Bullinger. Schriften zum Tage		Heinrich Bullinger. Schriften zum Tage, hg. v. Hans Ulrich Bächtold, Ruth Jörg und Christian Moser, Zug 2007 - Studien und Texte zur Bullingerzeit 3.
HBTS	Heinrich Bullinger, Theologische Schriften		Heinrich Bullinger, Theologische Schriften, bearb. v. Hans-Georg vom Berg, Susanna Hausammann, Bernhard Schneider u.a., Zürich 1983ff - Heinrich Bullinger, Werke, 3. Abt.
HLS	Historisches Lexikon der Schweiz		Historisches Lexikon der Schweiz, Basel 2002ff.
HRG	Handwörterbuch zur deutschen Rechtsgeschichte		Handwörterbuch zur deutschen Rechtsgeschichte, hg. v. Adalbert Erler und Ekkehard Kaufmann, 5 Bde., Berlin 1971-1998.
HSG	Handbuch der Schweizer Geschichte	1	Handbuch der Schweizer Geschichte, Bd. I, Zürich 1972.
HZ	Historische Zeitschrift		Historische Zeitschrift, München, 1859ff.
HaBG (Handbuch der Bündner Geschichte)	Handbuch der Bündner Geschichte		Handbuch der Bündner Geschichte, hg. v. Verein für Bündner Kulturforschung im Auftrag der Regierung des Kantons Graubünden, Bd. 1: Frühzeit bis Mittelalter; Bd. 2: Frühe Neuzeit; Bd. 3: 19. und 20. Jahrhundert; Bd. 4: Quellen und Materialien, Chur 2000.
Haefliger, Solothurn (Haefliger)	Solothurn in der Reformation		Hans Haefliger, Solothurn in der Reformation, Diss. phil. Bern, Solothurn 1945 (auch in: Jb. für Solothurnische Geschichte 16, 1943, S. 1-120; 17, 1944, S. 1-92).
Hagenbach, Koran	Luther und der Koran vor dem Rathe zu Basel		Karl Rudolf Hagenbach, Luther und der Koran vor dem Rathe zu Basel, in: Beiträge zur verländischen Geschichte 9, 1870.
Hain	Repertorium Bibliographicum in quo libri omnes ab arte typographica inventa usque ad annum MD. typis expressi ordine alphabetico vel simpliciter enumerantur vel adcuratius recensentur		Ludwig Hain, Repertorium Bibliographicum in quo libri omnes ab arte typographica inventa usque ad annum MD. typis expressi ordine alphabetico vel simpliciter enumerantur vel adcuratius recensentur, 2 Bde., Stuttgart-Paris 1826/1838 (Nachdruck: Mailand 1948)
Halter	Geschichte des Dominikanerinnen-Klosters Oetenbach in Zürich 1234-1525		Annemarie Halter, Geschichte des Dominikanerinnen-Klosters Oetenbach in Zürich 1234-1525, Diss. Phil. Zürich, Winterthur 1956.
Hammer, Mel.	Die Melanchthonforschung im Wandel der Jahrhunderte. Ein beschreibendes Verzeichnis		Wilhelm Hammer, Die Melanchthonforschung im Wandel der Jahrhunderte. Ein beschreibendes Verzeichnis, 4 Bde., Gütersloh 1967-1996. - Quellen und Forschungen zur Reformationsgeschichte 35. 36. 49. 65.
Hammer-Purgstall	Geschichte des Osmanischen Reiches		Joseph von Hammer-Purgstall, Geschichte des Osmanischen Reiches, größtentheils aus bisher unbenützten Handschriften und Archiven, 10 Bde., Pest 1827-1835 (Nachdruck: Graz 1963).
Hanhart	Ein Beytrag zur Geschichte des wissenschaftlichen Strebens und der Glaubensverbesserung im 16. Jahrhundert		Johannes Hanhart, Conrad Geßner. Ein Beytrag zur Geschichte des wissenschaftlichen Strebens und der Glaubensverbesserung im 16. Jahrhundert, Winterthur 1824.
Hasenclever, Hessen	Die Politik Kaiser Karls V. und Landgraf Philipps von Hessen vor Ausbruch des schmalkaldischen Krieges		Adolf Hasenclever, Die Politik Kaiser Karls V. und Landgraf Philipps von Hessen vor Ausbruch des schmalkaldischen Krieges. Januar bis Juli 1546, Marburg 1903.
Hasenclever, Kurpfalz	Die kurpfälzische Politik in den Zeiten des schmalkaldischen Krieges (Januar 1546 bis Januar 1547)		Adolf Hasenclever, Die kurpfälzische Politik in den Zeiten des schmalkaldischen Krieges (Januar 1546 bis Januar 1547), Heidelberg 1905 - Heidelberger Abhandlungen zur mittleren und neueren Geschichte 10.
Hasenclever, Politik	Die Politik der Schmalkaldener vor Ausbruch des schmalkaldischen Krieges		Adolf Hasenclever, Die Politik der Schmalkaldener vor Ausbruch des schmalkaldischen Krieges, Berlin 1901 - Historische Studien 23.
Hausammann	Römerbriefauslegungen zwischen Humanismus und Reformation. Eine Studie zu Heinrich Bullingers Römerbriefvorlesung von 1525		Susi Hausammann, Römerbriefauslegungen zwischen Humanismus und Reformation. Eine Studie zu Heinrich Bullingers Römerbriefvorlesung von 1525, Zürich 1970. - StDTh XXVII.
Hauswirth	Landgraf Philipp von Hessen und Zwingli. Voraussetzungen und Geschichte der politischen Beziehungen zwischen Hessen, Straßburg, Konstanz, Ulrich von Württemberg und reformierten Eidgenossen 1526-1531		René Hauswirth, Landgraf Philipp von Hessen und Zwingli. Voraussetzungen und Geschichte der politischen Beziehungen zwischen Hessen, Straßburg, Konstanz, Ulrich von Württemberg und reformierten Eidgenossen 1526-1531, Tübingen und Basel 1968. - SKRG 35.
Heidrich, Erbfolgestreit	Der geldrische Erbfolgestreit 1537-1543		Paul Heidrich, Der geldrische Erbfolgestreit 1537-1543, Kassel 1896 - Beiträge zur deutschen Territorial- und Stadtgeschichte, Serie I, Heft 1.
Heidrich, Karl V.	Karl V. und die deutschen Protestanten am Vorabend des Schmalkaldischen Krieges		Paul Heidrich, Karl V. und die deutschen Protestanten am Vorabend des Schmalkaldischen Krieges, 2 Bde., Frankfurt 1911/1912 - Frankfurter Historische Forschungen 5 und 6.
Held	Die Tätigkeit des Ambrosius Blarer im Herzogtum Württemberg in den Jahren 1534-1538, dargestellt nach seinem Briefwechsel		Friedrich Held, Die Tätigkeit des Ambrosius Blarer im Herzogtum Württemberg in den Jahren 1534-1538, dargestellt nach seinem Briefwechsel, in: BWKG 65, 1965, S. 150-206.
Helvetia Sacra	Helvetia Sacra		Helvetia Sacra, begründet von Rudolf Henggeler, weitergeführt von Albert Bruckner, hg. v. Kuratorium der Helvetia Sacra, 10 Abt. in 28 Bde., Bern u.a. 1972-2007.
Henne	Histoire du règne de Charles-Quint en Belgique		Alexandre Henne, Histoire du règne de Charles-Quint en Belgique, 10 Bde., Brüssel/Leipzig 1858-1860.
Henrich, Myconius BW (Henrich, Myconius)	Oswald Myconius. Briefwechsel, 1515-1552.		Oswald Myconius. Briefwechsel, 1515-1552. Regesten, bearb. v. Rainer Henrich, Zürich 2017.
Henrich, Nachlass (Henrich, Bullingers Nachlass)	Heinrich Bullingers letztwillige Verfügung über seinen schriftlichen Nachlass		Rainer Henrich, Heinrich Bullingers letztwillige Verfügung über seinen schriftlichen Nachlass, in: Bewegung und Beharrung. Aspekte des reformierten Protestantismus, 1520-1650. FS für Emidio Campi, hg. v. Christian Moser und Peter Opitz unter Mitwirkung von Hans-Ulrich Bächtold, Luca Baschera und Alexandra Kess, Leiden/Boston 2009, S. 181-191 - Studies in the History of Christian Traditions 144.
Herberger, Schertlin	Sebastian Schertlin von Burtenbach und seine an die Stadt Augsburg geschriebenen Briefe		Theodor Herberger, Sebastian Schertlin von Burtenbach und seine an die Stadt Augsburg geschriebenen Briefe, Augsburg 1852.
Hergang (Hergang/Peschek)	Briefwechsel Zittauer Ratsherren mit Häuptern der reformirten Kirche zu Zürich im Zeitalter 1541		Karl Theodor Hergang und Christian Adolf Peschek, Briefwechsel Zittauer Ratsherren mit Häuptern der reformirten Kirche zu Zürich im Zeitalter 1541, in: Neues Lausitzisches Magazin 36, Görlitz 1860, S. 145-155.
Herminjard (Corr. des réformateurs)	Correspondance des réformateurs		Correspondance des réformateurs dans les pays de langue française, recueillie et publiée avec d'autres lettres relatives à la réforme et des notes historiques et biographiques par Aimé-Louis Herminjard, 9 Bde., Genf/Paris 1866-1897 (Nachdruck: Nieuw­koop 1965-1966).
Hess. Landtagsabschiede	Hessische Landtagsabschiede, 1526-1603		Hessische Landtagsabschiede, 1526-1603, hg. v. Günter Hollenberg, bearb. v. Günter Hollenberg und Heinrich Maulhardt, Marburg 1994 - Vorgeschichte und Geschichte des Parlamentarismus in Hessen 9; Veröffentlichung der Historischen Kommission für Hessen 48/5.
Heyd, Ulrich von Württ. (Heyd)	Ulrich, Herzog zu Württemberg. Ein Beitrag zur Geschichte Württembergs und des deutschen Reichs im Zeitalter der Reformation		Ludwig Friedrich Heyd, Ulrich, Herzog zu Württemberg. Ein Beitrag zur Geschichte Württembergs und des deutschen Reichs im Zeitalter der Reformation, 3 Bde., Tübingen 1841-1844.
Heß	Lebensgeschichte M. Heinrch Bullingers, Antistes der Kirche Zürichs		Salomon Heß, Lebensgeschichte M. Heinrch Bullingers, Antistes der Kirche Zürichs, 2 Bde., Zürich 1828/1829.
Hieronymus, Petri	1488 Petri		Frank Hieronymus, 1488 Petri - Schwabe 1988, Basel 1997.
Higman, Printing	Piety and the People. Religious Printing in French		Francis M. Higman, Piety and the People. Religious Printing in French, 1511-1551, Ipswich 1996 - St Andrews Studies in Reformation History.
Hildebrandt, Exiles	A Study of the English Protestant Exiles in Northern Switzerland and Strasbourg 1539-47 and their Role in the English Reformation		Esther Frances Mary Hildebrandt, A Study of the English Protestant Exiles in Northern Switzerland and Strasbourg 1539-47 and their Role in the English Reformation, Ph. D. Thesis, University of Durham, Department of Modern History, 1982 (Typoskript).
Hilgenfeld	Mittelalterlich-traditionelle Elemente in Luthers Abendmahlsschriften		Hartmut Hilgenfeld, Mittelalterlich-traditionelle Elemente in Luthers Abendmahlsschriften, Zürich 1971. - StDTh XXIX.
Horning, Briefe	Briefe von Straßburger Reformatoren, ihren Mitarbeitern und Freunden über die Einführung des "Interims" in Strassburg (1548-1554)		Briefe von Straßburger Reformatoren, ihren Mitarbeitern und Freunden über die Einführung des "Interims" in Strassburg (1548-1554), hg. v. Wilhelm Horning, Straßburg 1887.
Hottinger	Historia ecclesiastica Novi Testamenti		Johann Heinrich Hottinger, Historia ecclesiastica Novi Testamenti, 9 Bde., Zürich 1651-1667.
Hoven	Lexique de la prose latine de la Renaissance. Deuxième édition revue et considérablement augmentée		René Hoven, Lexique de la prose latine de la Renaissance. Deuxième édition revue et considérablement augmentée, Leiden/Boston 2006.
Hundeshagen	Die Conflikte des Zwinglianismus, Lutherthums und Calvinismus in der Bernischen Landeskirche von 1532-1558		Carl Bernhard Hundeshagen, Die Conflikte des Zwinglianismus, Lutherthums und Calvinismus in der Bernischen Landeskirche von 1532-1558, Bern 1842.
Hänny	Meister Gervasius Schuler. Reformator und Prädikant in Lenzburg von 1550-1563		Hans Hänny, Meister Gervasius Schuler. Reformator und Prädikant in Lenzburg von 1550-1563, in: Lenzburger Neujahrsblätter, Jg. 15, 1944, S. 14-51.
Ind. Aur.	Index Aureliensis. Catalogus librorum sedecimo saeculo impressorum. Pars prima	1	Index Aureliensis. Catalogus librorum sedecimo saeculo impressorum. Pars prima, Bd. 1ff, Baden-Baden 1965ff.
Index	Index des livres interdits		Index des livres interdits, hg. v. Jesús Martínez De Bujanda, 11 Bde., Genf, Sherbrooke und Montréal 1985-2011.
Inventaire	Inventaire chronologique des éditions parisiennes du XVI		Inventaire chronologique des éditions parisiennes du XVI
Iten	Tugium sacrum. Der Weltklerus zugerischer Herkunft und Wirksamkeit bis 1952	2	Albert Iten, Tugium sacrum. Der Weltklerus zugerischer Herkunft und Wirksamkeit bis 1952. Gedenkbuch zum 100jährigen Bestand der Sektion Zug “Zuger Verein für für Heimatgeschichte” des Historischen Verreins der V Orte, Stans (1952). - Gfr. 1952, Bd. 2.
Ißleib	Der Braunschweigische Krieg im Jahre 1545		Simon Ißleib, Der Braunschweigische Krieg im Jahre 1545, Dresden 1876.
JSG	Jahrbuch für Schweizerische Geschichte		Jahrbuch für Schweizerische Geschichte, hg. auf Veranstaltung der Allgemeinen Geschichtforschenden Gesellschaft der Schweiz, 45 Bde., Zürich 1876-1920.
Jacob, Führungsschicht (Jacob)	Politische Führungsschicht und Reformation. Untersuchungen zur Reformation in Zürich 1519-1528		Walter Jacob, Politische Führungsschicht und Reformation. Untersuchungen zur Reformation in Zürich 1519-1528, Zürich 1970 - ZBRG 1.
Jahns, Frankfurt (Jahns)	Frankfurt, Reformation und Schmalkaldischer Bund. Die Reformations-, Reichs- und Bündnispolitik der Reichsstadt Frankfurt am Main 1525-1536		Sigrid Jahns, Frankfurt, Reformation und Schmalkaldischer Bund. Die Reformations-, Reichs- und Bündnispolitik der Reichsstadt Frankfurt am Main 1525-1536, Frankfurt a. M. 1976 - Studien zur Frankfurter Geschichte 9.
Janse, Hardenberg	Albert Hardenberg als Theologe. Profil eines Bucer-Schülers		Wim Janse, Albert Hardenberg als Theologe. Profil eines Bucer-Schülers, Leiden 1994 - Studies in the History of Christian Thought 57.
Jaumann (Jaumann, Gelehrtenkultur I)	Handbuch Gelehrtenkultur der Frühen Neuzeit	1	Herbert Jaumann, Handbuch Gelehrtenkultur der Frühen Neuzeit. Bd. 1: Bio-bibliographisches Repertorium, Berlin/New York 2004.
Jedin, Trient	Geschichte des Konzils von Trient		Hubert Jedin, Geschichte des Konzils von Trient, 4 Bde., 2. Aufl., Freiburg 1951-1975.
Jenny, Humanismus	Humanismus und städtische Eliten in Basel im 16. Jahrhundert unter besonderer Berücksichtigung der Basler Lateinschulen von 1529-1586		Beat R. Jenny, Humanismus und städtische Eliten in Basel im 16. Jahrhundert unter besonderer Berücksichtigung der Basler Lateinschulen von 1529-1586, in: Platteriana. Beiträge zum 500. Geburtstag des Thomas Platter (1499?-1582), hg. v. Werner Meyer / Kaspar von Greyerz, Basel 2002 - Basler Beiträge zur Geschichtswissenschaft 175, S. 77-121.
Junod/Meylan	L'Académie de Lausanne au XVI. siècle. Leges scholae Lausannensis 1547. Lettres et documents inédits		Louis Junod und Henri Meylan, L'Académie de Lausanne au XVI. siècle. Leges scholae Lausannensis 1547. Lettres et documents inédits, Lausanne 1947 - Etudes et documents pour servir à l'histoire de l'Université de Lausanne 5.
Jöcher	Allgemeines Gelehrten-Lexicon		Allgemeines Gelehrten-Lexicon, hg. v. Christian Gottlieb Jöcher, 4 Bde., Leipzig 1750-1751 (Nachdruck: Hildesheim 1960-1961).
Jöcher, Fort.	Fortsetzung und Ergänzungen zu Christian Gottlieb Jöchers allgemeinem gelehrten Lexicon		Fortsetzung und Ergänzungen zu Christian Gottlieb Jöchers allgemeinem gelehrten Lexicon, bearb. v. Johann Christoph Adelung und Heinrich Wilhelm Rotermund, 7 Bde., Leipzig 1784-1897.
Jürgens, A Lasco (Jürgens, a Lasco)	Johannes a Lasco in Ostfriesland. Der Werdegang eines europäischen Reformators		Henning P. Jürgens, Johannes a Lasco in Ostfriesland. Der Werdegang eines europäischen Reformators, Tübingen 2002 - Spätmittelalter und Reformation. Neue Reihe 18.
KP	Der Kleine Pauly. Lexikon der Antike		Der Kleine Pauly. Lexikon der Antike, Bde. 1-3, Stuttgart 1964-1969; Bde. 4-5, München 1972/1975.
Kammerer	Schweizer Quellen zur württembergischen Reformationsgeschichte		Immanuel Kammerer, Schweizer Quellen zur württembergischen Reformationsgeschichte, in: BWKG 57/58, 1957/58, 14-25.
Kannengiesser	Karl V. und Maximilian Egmont, Graf von Büren. Ein Beitrag zur Geschichte des Schmalkaldischen Krieges		Paul Kannengiesser, Karl V. und Maximilian Egmont, Graf von Büren. Ein Beitrag zur Geschichte des Schmalkaldischen Krieges, Freiburg i. Br./ Leipzig 1895.
Karl V. BW (Karl V. Correspondenz)	Correspondenz des Kaisers Karl V. aus dem königlichen Archiv und der Bibliothèque de Bourgogne zu Brüssel		Correspondenz des Kaisers Karl V. aus dem königlichen Archiv und der Bibliothèque de Bourgogne zu Brüssel, hg. v. Karl Lanz, 3 Bde., Leipzig 1844-1846.
Karl V. SP	Staatspapiere zur Geschichte des Kaisers Karl V. aus dem königlichen Archiv und der Bibliothèque de Bourgogne zu Brüssel		Staatspapiere zur Geschichte des Kaisers Karl V. aus dem königlichen Archiv und der Bibliothèque de Bourgogne zu Brüssel, hg. v. Karl Lanz, Stuttgart 1845.
Keim, Ulm	Die Reformation der Reichsstadt Ulm. Ein Beitrag zur schwäbischen und deutschen Reformationsgeschichte		Carl Theodor Keim, Die Reformation der Reichsstadt Ulm. Ein Beitrag zur schwäbischen und deutschen Reformationsgeschichte, Stuttgart 1851.
