,letter_id,edition,sent_count,cont_footnote_count,ed_footnote_count,footnotes_per_sentence
665,10688,05,9,17,3,1.8888888888888888
666,10689,05,16,11,6,0.6875
667,10690,05,36,15,0,0.4166666666666667
668,10691,05,22,15,1,0.6818181818181818
669,10692,05,12,8,5,0.6666666666666666
670,10693,05,44,13,14,0.29545454545454547
671,10694,05,32,21,3,0.65625
672,10695,05,41,31,0,0.7560975609756098
673,10696,05,6,12,1,2.0
674,10697,05,25,11,0,0.44
675,10698,05,30,27,0,0.9
676,10699,05,32,18,5,0.5625
677,10700,05,36,18,1,0.5
678,10701,05,32,18,10,0.5625
679,10702,05,20,29,0,1.45
680,10703,05,41,26,14,0.6341463414634146
681,10704,05,31,23,1,0.7419354838709677
682,10705,05,23,32,0,1.391304347826087
683,10706,05,22,7,0,0.3181818181818182
684,10707,05,17,7,3,0.4117647058823529
685,10708,05,18,6,4,0.3333333333333333
686,10709,05,50,20,5,0.4
687,10710,05,22,7,2,0.3181818181818182
688,10711,05,64,20,7,0.3125
689,10712,05,29,31,0,1.0689655172413792
690,10713,05,30,15,0,0.5
691,10714,05,17,8,0,0.47058823529411764
692,10715,05,19,7,3,0.3684210526315789
693,10716,05,14,7,7,0.5
694,10717,05,24,12,0,0.5
695,10718,05,20,16,3,0.8
696,10719,05,13,14,5,1.0769230769230769
697,10720,05,16,14,4,0.875
698,10721,05,30,23,0,0.7666666666666667
699,10722,05,20,40,7,2.0
700,10723,05,10,5,0,0.5
701,10724,05,15,2,1,0.13333333333333333
702,10725,05,15,7,2,0.4666666666666667
703,10726,05,8,5,0,0.625
704,10727,05,13,10,0,0.7692307692307693
705,10728,05,14,4,1,0.2857142857142857
706,10729,05,49,43,5,0.8775510204081632
707,10730,05,31,15,4,0.4838709677419355
708,10731,05,11,2,1,0.18181818181818182
709,10732,05,16,20,0,1.25
710,10733,05,16,41,1,2.5625
711,10734,05,73,37,18,0.5068493150684932
712,10735,05,12,19,1,1.5833333333333333
713,10736,05,31,14,2,0.45161290322580644
714,10737,05,11,10,0,0.9090909090909091
715,10738,05,31,40,5,1.2903225806451613
716,10739,05,43,20,2,0.46511627906976744
717,10740,05,15,8,0,0.5333333333333333
718,10741,05,28,8,1,0.2857142857142857
719,10742,05,34,13,16,0.38235294117647056
720,10743,05,70,51,3,0.7285714285714285
721,10744,05,24,21,1,0.875
722,10745,06,29,6,0,0.20689655172413793
723,10746,06,18,12,1,0.6666666666666666
724,10747,06,23,6,2,0.2608695652173913
725,10748,06,17,24,4,1.411764705882353
726,10749,06,9,4,1,0.4444444444444444
727,10750,06,8,5,0,0.625
728,10751,06,65,26,3,0.4
729,10752,06,114,48,15,0.42105263157894735
730,10753,06,33,36,1,1.0909090909090908
731,10754,06,13,3,5,0.23076923076923078
732,10755,06,8,16,8,2.0
733,10756,06,32,7,10,0.21875
734,10757,06,17,3,2,0.17647058823529413
735,10758,06,31,21,13,0.6774193548387096
736,10759,06,20,10,0,0.5
737,10760,06,19,25,6,1.3157894736842106
738,10761,06,17,12,0,0.7058823529411765
739,10762,06,14,8,0,0.5714285714285714
740,10763,06,46,16,2,0.34782608695652173
741,10764,06,9,4,0,0.4444444444444444
742,10765,06,37,13,15,0.35135135135135137
743,10766,06,74,31,29,0.4189189189189189
744,10767,06,27,34,2,1.2592592592592593
745,10768,06,72,37,23,0.5138888888888888
746,10769,06,56,23,7,0.4107142857142857
747,10770,06,14,5,0,0.35714285714285715
748,10771,06,35,18,1,0.5142857142857142
749,10772,06,13,10,0,0.7692307692307693
750,10773,06,15,18,3,1.2
751,10774,06,16,11,0,0.6875
752,10775,06,53,11,16,0.20754716981132076
753,10776,06,12,3,6,0.25
754,10777,06,21,15,1,0.7142857142857143
755,10778,06,16,7,0,0.4375
756,10779,06,19,37,4,1.9473684210526316
757,10780,06,39,65,20,1.6666666666666667
758,10781,06,24,7,8,0.2916666666666667
759,10782,06,52,40,24,0.7692307692307693
760,10783,06,16,19,1,1.1875
761,10784,06,11,4,0,0.36363636363636365
762,10785,06,34,41,3,1.2058823529411764
763,10786,06,19,10,4,0.5263157894736842
764,10787,06,34,30,0,0.8823529411764706
765,10788,06,38,46,3,1.2105263157894737
766,10789,06,80,24,41,0.3
767,10790,06,34,53,11,1.5588235294117647
768,10791,06,24,8,2,0.3333333333333333
769,10792,06,20,14,1,0.7
770,10793,06,9,4,2,0.4444444444444444
771,10794,06,22,40,18,1.8181818181818181
772,10795,06,16,19,4,1.1875
773,10796,06,9,5,0,0.5555555555555556
774,10797,06,15,5,0,0.3333333333333333
775,10798,06,18,7,6,0.3888888888888889
776,10799,06,9,9,0,1.0
777,10800,06,14,7,2,0.5
778,10801,06,17,8,0,0.47058823529411764
779,10802,06,23,14,5,0.6086956521739131
780,10803,06,81,17,28,0.20987654320987653
781,10804,06,32,14,4,0.4375
782,10805,06,20,10,1,0.5
783,10806,06,26,38,24,1.4615384615384615
784,10807,06,21,20,0,0.9523809523809523
785,10808,06,33,11,2,0.3333333333333333
786,10809,06,13,1,0,0.07692307692307693
787,10810,06,23,14,18,0.6086956521739131
788,10811,06,17,6,2,0.35294117647058826
789,10812,06,13,19,7,1.4615384615384615
790,10813,06,22,26,4,1.1818181818181819
791,10814,06,48,26,16,0.5416666666666666
792,10815,06,29,8,1,0.27586206896551724
793,10816,06,21,7,6,0.3333333333333333
794,10817,10,16,23,2,1.4375
795,10818,06,15,9,1,0.6
796,10819,06,18,19,2,1.0555555555555556
797,10820,06,20,12,0,0.6
798,10821,06,21,9,4,0.42857142857142855
799,10822,06,24,18,1,0.75
800,10823,06,19,9,5,0.47368421052631576
801,10824,06,34,10,13,0.29411764705882354
802,10825,06,15,5,0,0.3333333333333333
803,10826,06,17,23,5,1.3529411764705883
804,10827,06,9,5,6,0.5555555555555556
805,10828,06,9,11,5,1.2222222222222223
806,10829,06,16,21,1,1.3125
807,10830,06,15,18,1,1.2
808,10831,06,16,16,4,1.0
809,10832,06,28,78,8,2.7857142857142856
810,10833,06,25,78,15,3.12
811,10834,06,22,11,1,0.5
812,10835,06,13,6,4,0.46153846153846156
813,10836,06,15,3,1,0.2
814,10837,06,17,20,0,1.1764705882352942
815,10838,06,15,14,0,0.9333333333333333
816,10839,06,13,10,4,0.7692307692307693
817,10840,06,15,22,3,1.4666666666666666
818,10841,06,14,2,2,0.14285714285714285
819,10842,06,11,13,3,1.1818181818181819
820,10843,06,32,10,1,0.3125
821,10844,06,43,7,2,0.16279069767441862
822,10845,06,21,43,6,2.0476190476190474
823,10846,06,38,21,41,0.5526315789473685
824,10847,06,49,21,10,0.42857142857142855
825,10848,06,11,6,2,0.5454545454545454
826,10849,06,14,14,2,1.0
827,10850,06,26,8,0,0.3076923076923077
828,10851,06,28,6,94,0.21428571428571427
829,10852,06,17,6,1,0.35294117647058826
830,10853,06,15,8,0,0.5333333333333333
831,10854,06,18,33,2,1.8333333333333333
832,10855,06,21,25,1,1.1904761904761905
833,10856,06,20,6,2,0.3
834,10857,06,26,5,1,0.19230769230769232
835,10858,06,21,6,2,0.2857142857142857
836,10859,06,17,21,4,1.2352941176470589
837,10860,06,25,25,8,1.0
838,10861,06,10,9,0,0.9
839,10862,06,3,3,1,1.0
840,10863,06,15,18,4,1.2
841,10864,06,20,11,7,0.55
842,10865,06,16,11,0,0.6875
843,10866,06,17,11,1,0.6470588235294118
844,10867,06,19,10,2,0.5263157894736842
845,10868,06,9,17,6,1.8888888888888888
846,10869,06,10,2,2,0.2
847,10870,06,27,7,4,0.25925925925925924
848,10871,06,20,31,4,1.55
849,10872,06,13,13,2,1.0
850,10873,06,16,22,6,1.375
851,10874,06,54,15,0,0.2777777777777778
852,10875,06,8,15,2,1.875
853,10876,06,23,7,0,0.30434782608695654
854,10877,06,18,5,5,0.2777777777777778
855,10878,06,26,14,21,0.5384615384615384
856,10879,06,23,9,3,0.391304347826087
857,10880,06,84,40,1,0.47619047619047616
858,10881,06,42,18,2,0.42857142857142855
859,10882,06,36,14,1,0.3888888888888889
860,10883,06,12,6,4,0.5
861,10884,06,18,19,1,1.0555555555555556
862,10885,06,11,4,0,0.36363636363636365
863,10886,06,48,24,0,0.5
864,10887,06,14,4,4,0.2857142857142857
865,10888,06,15,12,6,0.8
866,10889,06,12,9,4,0.75
867,10890,06,10,10,1,1.0
868,10891,06,26,30,2,1.1538461538461537
869,10892,06,10,6,2,0.6
870,10893,06,8,9,29,1.125
871,10894,06,27,27,9,1.0
872,10895,10,19,18,0,0.9473684210526315
873,10896,06,14,23,2,1.6428571428571428
874,10897,06,24,12,2,0.5
875,10898,06,13,7,6,0.5384615384615384
876,10899,06,11,2,0,0.18181818181818182
877,10900,06,20,25,2,1.25
878,10901,06,18,3,0,0.16666666666666666
879,10902,06,22,7,3,0.3181818181818182
880,10903,06,17,6,0,0.35294117647058826
881,10904,06,29,12,17,0.41379310344827586
882,10905,06,18,18,2,1.0
883,10906,06,34,17,5,0.5
884,10907,06,21,6,1,0.2857142857142857
885,10908,06,24,20,0,0.8333333333333334
886,10909,06,41,26,13,0.6341463414634146
887,10910,06,10,3,1,0.3
888,10911,06,25,8,1,0.32
889,10912,06,17,4,0,0.23529411764705882
890,10913,06,32,10,7,0.3125
891,10914,06,9,5,0,0.5555555555555556
892,10915,06,45,21,47,0.4666666666666667
893,10916,10,18,4,0,0.2222222222222222
894,10917,06,26,12,2,0.46153846153846156
895,10918,06,28,12,2,0.42857142857142855
896,10919,06,8,18,13,2.25
897,10920,06,61,13,17,0.21311475409836064
898,10921,06,22,9,1,0.4090909090909091
899,10922,06,26,16,3,0.6153846153846154
900,10923,06,24,11,1,0.4583333333333333
901,10924,06,14,6,14,0.42857142857142855
902,10925,06,13,5,0,0.38461538461538464
903,10926,06,33,13,0,0.3939393939393939
904,10927,06,12,3,1,0.25
905,10928,06,25,9,2,0.36
906,10929,06,24,27,4,1.125
907,10930,10,11,4,0,0.36363636363636365
908,10931,06,42,12,66,0.2857142857142857
909,10932,06,25,13,0,0.52
910,10933,06,28,8,1,0.2857142857142857
911,10934,06,30,14,2,0.4666666666666667
912,10935,06,10,15,1,1.5
913,10936,06,14,5,16,0.35714285714285715
914,10937,06,32,14,0,0.4375
915,10938,06,10,25,20,2.5
916,10939,06,9,5,2,0.5555555555555556
917,10940,06,14,7,5,0.5
918,10941,06,20,10,3,0.5
919,10942,06,14,9,1,0.6428571428571429
920,10943,06,11,14,4,1.2727272727272727
921,10944,06,9,4,0,0.4444444444444444
922,10945,06,19,8,0,0.42105263157894735
923,10946,06,5,7,6,1.4
924,10947,06,8,10,5,1.25
925,10948,06,11,4,0,0.36363636363636365
926,10949,06,104,47,68,0.4519230769230769
927,10950,06,47,31,12,0.6595744680851063
928,10951,06,24,3,2,0.125
929,10952,06,19,19,0,1.0
930,10953,06,10,14,38,1.4
931,10954,06,13,5,5,0.38461538461538464
932,10955,06,23,8,4,0.34782608695652173
933,10956,06,22,7,2,0.3181818181818182
934,10957,06,23,2,10,0.08695652173913043
935,10958,06,24,13,1,0.5416666666666666
936,10959,06,4,2,0,0.5
937,10960,06,19,9,1,0.47368421052631576
938,10961,06,7,23,4,3.2857142857142856
939,10962,06,15,6,0,0.4
940,10963,06,50,23,12,0.46
941,10964,06,8,13,0,1.625
942,10965,06,51,10,25,0.19607843137254902
943,10966,06,21,7,27,0.3333333333333333
944,10967,06,60,48,13,0.8
945,10968,06,28,14,2,0.5
946,10969,06,29,12,0,0.41379310344827586
947,10970,06,32,10,2,0.3125
948,10971,06,23,3,5,0.13043478260869565
949,10972,06,13,3,1,0.23076923076923078
950,10973,07,14,4,0,0.2857142857142857
951,10974,07,15,6,0,0.4
952,10975,07,14,0,0,0.0
953,10976,07,42,16,4,0.38095238095238093
954,10977,07,39,28,20,0.717948717948718
955,10978,07,13,0,0,0.0
956,10979,07,18,34,6,1.8888888888888888
957,10980,07,18,23,5,1.2777777777777777
958,10981,07,31,0,0,0.0
959,10982,07,36,18,5,0.5
960,10983,07,19,19,4,1.0
961,10984,07,18,5,1,0.2777777777777778
962,10985,07,21,9,1,0.42857142857142855
963,10986,07,155,53,11,0.3419354838709677
964,10987,07,15,4,3,0.26666666666666666
965,10988,07,11,10,1,0.9090909090909091
966,10989,07,27,16,0,0.5925925925925926
967,10990,07,19,13,5,0.6842105263157895
968,10991,07,15,25,1,1.6666666666666667
969,10992,07,31,11,1,0.3548387096774194
970,10993,07,14,13,0,0.9285714285714286
971,10994,07,10,6,4,0.6
972,10995,07,10,4,3,0.4
973,10996,07,58,23,4,0.39655172413793105
974,10997,07,15,12,2,0.8
975,10998,07,27,10,1,0.37037037037037035
976,10999,07,9,9,0,1.0
977,11000,07,6,12,3,2.0
978,11001,07,23,10,0,0.43478260869565216
979,11002,07,44,18,1,0.4090909090909091
980,11003,07,28,15,5,0.5357142857142857
981,11004,07,23,8,4,0.34782608695652173
982,11005,07,18,7,3,0.3888888888888889
983,11006,07,24,7,6,0.2916666666666667
984,11007,07,32,23,3,0.71875
985,11008,07,11,5,1,0.45454545454545453
986,11009,07,11,6,0,0.5454545454545454
987,11010,07,27,18,1,0.6666666666666666
988,11011,07,17,4,2,0.23529411764705882
989,11012,07,17,4,1,0.23529411764705882
990,11013,07,15,4,2,0.26666666666666666
991,11014,07,9,4,2,0.4444444444444444
992,11015,07,9,0,0,0.0
993,11016,07,12,14,1,1.1666666666666667
994,11017,07,66,61,6,0.9242424242424242
995,11018,07,28,4,0,0.14285714285714285
996,11019,07,39,21,7,0.5384615384615384
997,11020,07,16,24,17,1.5
998,11021,07,24,11,11,0.4583333333333333
999,11022,07,29,9,0,0.3103448275862069
1000,11023,07,16,0,0,0.0
1001,11024,07,66,44,5,0.6666666666666666
1002,11025,07,94,0,0,0.0
1003,11026,07,22,0,0,0.0
1004,11027,07,13,5,3,0.38461538461538464
1005,11028,07,17,15,5,0.8823529411764706
1006,11029,07,28,3,3,0.10714285714285714
1007,11030,07,32,7,1,0.21875
1008,11031,07,24,16,4,0.6666666666666666
1009,11032,07,108,23,4,0.21296296296296297
1010,11033,07,98,19,5,0.19387755102040816
1011,11034,07,23,17,11,0.7391304347826086
1012,11035,07,9,7,2,0.7777777777777778
1013,11036,07,47,23,6,0.48936170212765956
1014,11037,07,16,7,6,0.4375
1015,11038,07,24,24,3,1.0
1016,11039,07,12,7,0,0.5833333333333334
1017,11040,07,19,7,2,0.3684210526315789
1018,11041,07,20,12,2,0.6
1019,11042,07,21,20,2,0.9523809523809523
1020,11043,07,30,12,4,0.4
1021,11044,07,20,18,8,0.9
1022,11045,07,7,5,1,0.7142857142857143
1023,11046,07,18,0,0,0.0
1024,11047,07,6,4,1,0.6666666666666666
1025,11048,07,8,4,1,0.5
1026,11049,07,15,0,0,0.0
1027,11050,07,15,7,4,0.4666666666666667
1028,11051,07,27,0,0,0.0
1029,11052,07,39,22,9,0.5641025641025641
1030,11053,07,18,21,3,1.1666666666666667
1031,11054,07,27,14,5,0.5185185185185185
1032,11055,07,16,5,0,0.3125
1033,11056,07,19,10,3,0.5263157894736842
1034,11057,07,21,0,0,0.0
1035,11058,07,15,15,1,1.0
1036,11059,07,12,6,1,0.5
1037,11060,07,31,55,3,1.7741935483870968
1038,11061,07,25,26,15,1.04
1039,11062,07,20,7,3,0.35
1040,11063,07,22,7,3,0.3181818181818182
1041,11064,07,11,6,1,0.5454545454545454
1042,11065,07,16,7,1,0.4375
1043,11066,07,42,11,4,0.2619047619047619
1044,11067,07,37,11,4,0.2972972972972973
1045,11068,07,32,20,4,0.625
1046,11069,07,25,10,1,0.4
1047,11070,07,15,0,0,0.0
1048,11071,07,22,30,5,1.3636363636363635
1049,11072,07,45,68,13,1.511111111111111
1050,11073,07,22,27,2,1.2272727272727273
1051,11074,07,34,15,4,0.4411764705882353
1052,11075,07,27,15,0,0.5555555555555556
1053,11076,07,25,9,0,0.36
1054,11077,07,54,0,0,0.0
1055,11078,07,15,16,3,1.0666666666666667
1056,11079,07,37,11,1,0.2972972972972973
1057,11080,07,32,13,3,0.40625
1058,11081,07,17,6,2,0.35294117647058826
1059,11082,07,17,6,3,0.35294117647058826
1060,11083,07,14,2,1,0.14285714285714285
1061,11084,07,23,22,5,0.9565217391304348
1062,11085,07,40,22,3,0.55
1063,11086,07,22,13,2,0.5909090909090909
1064,11087,10,13,5,2,0.38461538461538464
1065,11088,07,99,49,3,0.494949494949495
1066,11089,07,18,12,2,0.6666666666666666
1067,11090,07,15,6,1,0.4
1068,11091,07,15,4,3,0.26666666666666666
1069,11092,07,22,0,0,0.0
1070,11093,07,18,23,5,1.2777777777777777
1071,11094,07,32,5,6,0.15625
1072,11095,07,35,12,0,0.34285714285714286
1073,11096,07,151,57,318,0.37748344370860926
1074,11097,07,8,0,0,0.0
1075,11098,07,31,10,51,0.3225806451612903
1076,11099,07,17,12,8,0.7058823529411765
1077,11100,07,12,0,0,0.0
1078,11101,07,25,11,2,0.44
1079,11102,07,8,7,10,0.875
1080,11103,07,28,0,0,0.0
1081,11104,07,9,0,0,0.0
1082,11105,07,24,8,6,0.3333333333333333
1083,11106,07,35,13,0,0.37142857142857144
1084,11107,07,25,26,7,1.04
1085,11108,07,30,20,3,0.6666666666666666
1086,11109,07,32,12,1,0.375
1087,11110,07,23,0,0,0.0
1088,11111,07,17,8,6,0.47058823529411764
1089,11112,07,15,0,0,0.0
1090,11113,07,21,34,9,1.619047619047619
1091,11114,07,32,8,0,0.25
1092,11115,07,16,4,6,0.25
1093,11116,07,75,78,51,1.04
1094,11117,07,59,36,13,0.6101694915254238
1095,11118,07,19,0,0,0.0
1096,11119,07,16,9,2,0.5625
1097,11120,07,37,12,1,0.32432432432432434
1098,11121,07,35,29,10,0.8285714285714286
1099,11122,07,14,5,0,0.35714285714285715
1100,11123,07,13,5,0,0.38461538461538464
1101,11124,07,44,87,8,1.9772727272727273
1102,11125,07,22,8,2,0.36363636363636365
1103,11126,07,24,14,9,0.5833333333333334
1104,11127,07,18,5,3,0.2777777777777778
1105,11128,07,8,2,1,0.25
1106,11129,07,18,8,0,0.4444444444444444
1107,11130,08,31,11,17,0.3548387096774194
1108,11131,08,34,11,5,0.3235294117647059
1109,11132,08,13,5,1,0.38461538461538464
1110,11133,08,15,17,3,1.1333333333333333
1111,11134,08,22,12,1,0.5454545454545454
1112,11135,08,31,13,5,0.41935483870967744
1113,11136,08,22,7,0,0.3181818181818182
1114,11137,08,39,12,5,0.3076923076923077
1115,11138,08,21,8,5,0.38095238095238093
1116,11139,08,30,11,2,0.36666666666666664
1117,11140,08,35,13,5,0.37142857142857144
1118,11141,08,24,0,0,0.0
1119,11142,08,29,13,2,0.4482758620689655
1120,11143,08,46,41,7,0.8913043478260869
1121,11144,08,14,15,5,1.0714285714285714
1122,11145,08,12,4,11,0.3333333333333333
1123,11146,08,28,0,0,0.0
1124,11147,08,38,22,1,0.5789473684210527
1125,11148,08,436,131,142,0.30045871559633025
1126,11149,08,20,11,3,0.55
1127,11150,08,74,14,12,0.1891891891891892
1128,11151,08,10,1,6,0.1
1129,11152,08,19,18,5,0.9473684210526315
1130,11153,08,14,13,3,0.9285714285714286
1131,11154,08,31,35,4,1.1290322580645162
1132,11155,08,17,7,7,0.4117647058823529
1133,11156,08,11,0,0,0.0
1134,11158,08,37,0,0,0.0
1135,11159,08,37,30,12,0.8108108108108109
1136,11160,08,14,6,2,0.42857142857142855
1137,11161,08,30,12,1,0.4
1138,11162,08,11,1,1,0.09090909090909091
1139,11163,08,19,4,9,0.21052631578947367
1140,11164,08,12,25,7,2.0833333333333335
1141,11165,08,23,0,0,0.0
1142,11166,08,21,13,10,0.6190476190476191
1143,11167,08,13,0,0,0.0
1144,11168,08,10,30,2,3.0
1145,11169,08,17,5,11,0.29411764705882354
1146,11170,08,24,2,3,0.08333333333333333
1147,11171,08,21,21,1,1.0
1148,11172,08,25,16,13,0.64
1149,11173,08,15,0,0,0.0
1150,11174,08,34,15,6,0.4411764705882353
1151,11175,08,28,11,2,0.39285714285714285
1152,11176,08,19,6,2,0.3157894736842105
1153,11177,08,23,10,6,0.43478260869565216
1154,11178,08,14,3,0,0.21428571428571427
1155,11179,08,101,0,0,0.0
1156,11180,08,41,14,13,0.34146341463414637
1157,11181,08,17,9,1,0.5294117647058824
1158,11182,08,24,5,0,0.20833333333333334
1159,11183,08,16,0,0,0.0
1160,11184,08,33,24,7,0.7272727272727273
1161,11185,08,9,5,0,0.5555555555555556
1162,11186,08,24,10,5,0.4166666666666667
1163,11187,08,67,90,8,1.3432835820895523
1164,11188,08,74,21,21,0.28378378378378377
1165,11189,08,23,7,1,0.30434782608695654
1166,11190,08,11,2,3,0.18181818181818182
1167,11191,08,9,9,3,1.0
1168,11192,08,31,26,4,0.8387096774193549
1169,11193,08,28,6,3,0.21428571428571427
1170,11194,08,17,12,0,0.7058823529411765
1171,11195,08,29,11,1,0.3793103448275862
1172,11196,08,26,3,2,0.11538461538461539
1173,11197,08,40,28,7,0.7
1174,11198,08,18,23,15,1.2777777777777777
1175,11199,08,16,5,3,0.3125
1176,11200,08,12,5,6,0.4166666666666667
1177,11201,08,11,2,0,0.18181818181818182
1178,11202,08,14,0,0,0.0
1179,11203,08,14,8,4,0.5714285714285714
1180,11204,08,23,23,1,1.0
1181,11205,08,39,12,3,0.3076923076923077
1182,11206,08,42,46,39,1.0952380952380953
1183,11207,08,9,1,0,0.1111111111111111
1184,11209,08,12,7,0,0.5833333333333334
1185,11210,08,28,6,7,0.21428571428571427
1186,11212,08,23,12,5,0.5217391304347826
1187,11213,08,15,7,1,0.4666666666666667
1188,11214,08,13,13,7,1.0
1189,11215,08,9,3,1,0.3333333333333333
1190,11216,08,22,8,3,0.36363636363636365
1191,11217,08,26,24,1,0.9230769230769231
1192,11218,08,19,1,3,0.05263157894736842
1193,11219,08,32,36,19,1.125
1194,11220,08,23,16,1,0.6956521739130435
1195,11221,08,35,0,0,0.0
1196,11222,08,7,8,0,1.1428571428571428
1197,11223,08,22,0,0,0.0
1198,11224,08,20,6,2,0.3
1199,11225,08,12,4,0,0.3333333333333333
1200,11226,08,63,32,6,0.5079365079365079
1201,11227,08,19,15,1,0.7894736842105263
1202,11228,08,18,5,6,0.2777777777777778
1203,11229,08,47,35,2,0.7446808510638298
1204,11230,08,28,45,1,1.6071428571428572
1205,11231,08,18,24,3,1.3333333333333333
1206,11232,08,16,5,1,0.3125
1207,11233,08,21,16,2,0.7619047619047619
1208,11234,08,25,12,2,0.48
1209,11235,08,14,16,2,1.1428571428571428
1210,11236,08,15,8,1,0.5333333333333333
1211,11237,08,14,2,2,0.14285714285714285
1212,11238,08,26,16,4,0.6153846153846154
1213,11239,08,27,5,1,0.18518518518518517
1214,11240,08,19,11,3,0.5789473684210527
1215,11241,08,39,29,2,0.7435897435897436
1216,11242,08,18,5,4,0.2777777777777778
1217,11243,08,45,39,0,0.8666666666666667
1218,11244,08,53,39,7,0.7358490566037735
1219,11245,08,10,6,2,0.6
1220,11246,08,34,14,2,0.4117647058823529
1221,11247,08,32,16,14,0.5
1222,11248,08,29,16,4,0.5517241379310345
1223,11249,08,58,27,2,0.46551724137931033
1224,11250,08,25,10,5,0.4
1225,11251,08,27,27,0,1.0
1226,11252,08,21,17,2,0.8095238095238095
1227,11253,09,41,0,0,0.0
1228,11254,09,25,12,2,0.48
1229,11255,09,13,2,1,0.15384615384615385
1230,11256,09,7,4,3,0.5714285714285714
1231,11257,09,15,7,1,0.4666666666666667
1232,11258,09,24,15,2,0.625
1233,11259,09,15,0,0,0.0
1234,11260,09,43,47,5,1.0930232558139534
1235,11261,09,14,11,1,0.7857142857142857
1236,11262,09,12,6,3,0.5
1237,11263,09,15,12,2,0.8
1238,11264,09,30,20,13,0.6666666666666666
1239,11265,09,25,19,3,0.76
1240,11266,09,32,29,7,0.90625
1241,11267,09,38,21,23,0.5526315789473685
1242,11268,09,9,0,0,0.0
1243,11269,09,15,5,0,0.3333333333333333
1244,11270,09,17,25,0,1.4705882352941178
1245,11271,09,19,0,0,0.0
1246,11272,09,15,8,1,0.5333333333333333
1247,11273,09,26,11,0,0.4230769230769231
1248,11274,09,13,10,2,0.7692307692307693
1249,11275,09,30,19,4,0.6333333333333333
1250,11276,09,44,12,2,0.2727272727272727
1251,11277,09,13,7,0,0.5384615384615384
1252,11278,09,23,13,2,0.5652173913043478
1253,11279,09,26,0,0,0.0
1254,11280,09,31,13,2,0.41935483870967744
1255,11281,09,41,0,0,0.0
1256,11282,09,15,6,3,0.4
1257,11283,09,17,0,0,0.0
1258,11284,09,12,5,1,0.4166666666666667
1259,11285,09,24,8,2,0.3333333333333333
1260,11286,09,15,15,0,1.0
1261,11287,09,32,12,2,0.375
1262,11288,09,23,16,3,0.6956521739130435
1263,11289,09,16,7,2,0.4375
1264,11290,09,11,8,0,0.7272727272727273
1265,11291,09,15,14,2,0.9333333333333333
1266,11292,09,37,15,2,0.40540540540540543
1267,11293,09,40,35,10,0.875
1268,11294,09,14,0,0,0.0
1269,11295,09,26,18,2,0.6923076923076923
1270,11296,09,21,14,2,0.6666666666666666
1271,11297,09,53,30,8,0.5660377358490566
1272,11298,09,20,12,2,0.6
1273,11299,09,28,14,1,0.5
1274,11300,09,31,26,2,0.8387096774193549
1275,11301,09,22,9,4,0.4090909090909091
1276,11302,09,13,4,0,0.3076923076923077
1277,11303,09,22,16,6,0.7272727272727273
1278,11304,09,50,28,9,0.56
1279,11305,09,35,16,3,0.45714285714285713
1280,11306,09,22,14,3,0.6363636363636364
1281,11307,09,11,6,0,0.5454545454545454
1282,11308,09,34,44,10,1.2941176470588236
1283,11309,09,9,2,1,0.2222222222222222
1284,11310,09,17,10,0,0.5882352941176471
1285,11311,09,45,15,1,0.3333333333333333
1286,11312,09,10,4,0,0.4
1287,11313,09,22,12,3,0.5454545454545454
1288,11314,09,42,21,11,0.5
1289,11315,09,22,0,0,0.0
1290,11316,09,35,15,2,0.42857142857142855
1291,11317,09,27,23,3,0.8518518518518519
1292,11318,09,12,10,1,0.8333333333333334
1293,11319,09,14,8,7,0.5714285714285714
1294,11320,09,34,17,2,0.5
1295,11321,09,42,28,5,0.6666666666666666
1296,11322,09,17,0,0,0.0
1297,11323,09,32,12,3,0.375
1298,11324,09,46,29,19,0.6304347826086957
1299,11325,09,20,16,4,0.8
1300,11326,09,71,32,10,0.4507042253521127
1301,11327,09,15,9,1,0.6
1302,11328,09,38,33,9,0.868421052631579
1303,11329,09,16,8,1,0.5
1304,11330,09,22,0,0,0.0
1305,11331,09,37,17,8,0.4594594594594595
1306,11332,09,15,9,0,0.6
1307,11333,09,24,3,4,0.125
1308,11334,09,8,27,1,3.375
1309,11335,09,8,3,3,0.375
1310,11336,09,16,11,2,0.6875
1311,11337,09,99,53,44,0.5353535353535354
1312,11338,09,8,11,0,1.375
1313,11339,09,13,7,5,0.5384615384615384
1314,11340,09,9,6,1,0.6666666666666666
1315,11341,09,23,13,1,0.5652173913043478
1316,11342,09,12,3,2,0.25
1317,11343,09,20,23,2,1.15
1318,11344,09,7,0,0,0.0
1319,11345,09,16,0,0,0.0
1320,11346,09,16,0,0,0.0
1321,11347,09,17,9,48,0.5294117647058824
1322,11348,09,26,11,1,0.4230769230769231
1323,11349,09,16,10,12,0.625
1324,11350,09,20,17,1,0.85
1325,11351,09,63,43,6,0.6825396825396826
1326,11352,09,13,2,0,0.15384615384615385
1327,11353,09,29,12,0,0.41379310344827586
1328,11354,09,26,8,8,0.3076923076923077
1329,11355,09,18,0,0,0.0
1330,11356,09,30,10,1,0.3333333333333333
1331,11357,09,25,49,15,1.96
1332,11358,09,36,36,15,1.0
1333,11359,09,13,7,2,0.5384615384615384
1334,11360,09,9,15,4,1.6666666666666667
1335,11361,09,15,9,2,0.6
1336,11362,09,15,5,3,0.3333333333333333
